ガラスの靴にMoonglow	42	3.201219512195122
聴こえないように	39	2.972560975609756
Darling Darling	39	2.972560975609756
シレーヌの心音	39	2.972560975609756
fancy baby doll	34	2.591463414634146
チクチク	33	2.5152439024390243
ケセラセラ	33	2.5152439024390243
Exactly	33	2.5152439024390243
Catch me Cats me	27	2.057926829268293
Under Lover	27	2.057926829268293
涙のち晴れマーク	27	2.057926829268293
Tremolo Mellow	27	2.057926829268293
La La Love call	27	2.057926829268293
Only oneのあなたのせいよ	25	1.9054878048780488
Umbrella Sign	25	1.9054878048780488
嘘	25	1.9054878048780488
Pink Pygmalion	25	1.9054878048780488
Bad eclipse	25	1.9054878048780488
花火	25	1.9054878048780488
私だけMissing	25	1.9054878048780488
それは奇跡なんかじゃない	25	1.9054878048780488
ゆかりはゆかり	23	1.7530487804878048
未来の果てにEscort	20	1.524390243902439
W:Wonder tale	18	1.3719512195121952
Double Fascination	17	1.295731707317073
好きだって言えなくて	16	1.2195121951219512
Trouble Emotion	16	1.2195121951219512
Shining Rabbit	16	1.2195121951219512
ジェラシーのその後で	16	1.2195121951219512
Libido zone	16	1.2195121951219512
逢うたびキミを好きになる	16	1.2195121951219512
Gratitude	15	1.1432926829268293
you	14	1.0670731707317074
セルフィッシュ	14	1.0670731707317074
花チル夜道	14	1.0670731707317074
Closing tears	14	1.0670731707317074
Sweet Trap	13	0.9908536585365854
恋は天使のチャイムから	12	0.9146341463414634
ひとりあやとり	11	0.8384146341463414
ひと夏の秘密	10	0.7621951219512195
Hello Again	9	0.6859756097560976
蝶々結び	9	0.6859756097560976
恋と夢と空時計	8	0.6097560975609756
アンジュ・パッセ	8	0.6097560975609756
雨のパンセ	8	0.6097560975609756
LUNATICA MARE	8	0.6097560975609756
ねぇ恋しちゃったかな	8	0.6097560975609756
教えて ヴィヴァルディ	8	0.6097560975609756
Cherry Kiss	7	0.5335365853658537
神様Rescue me!!	7	0.5335365853658537
あのね Love me Do	7	0.5335365853658537
エアシューター	7	0.5335365853658537
砂落ちる水の宮殿	6	0.4573170731707317
Passion Error	6	0.4573170731707317
Traveling with a sheep	6	0.4573170731707317
星降る夢で逢いましょう	6	0.4573170731707317
Luv Fanatic	6	0.4573170731707317
ナルシスが嘘をつく	6	0.4573170731707317
咲かせて乙女	6	0.4573170731707317
夢見月のアリス	6	0.4573170731707317
レリーフのひとかけら	6	0.4573170731707317
まだ好きでいさせて	6	0.4573170731707317
うたかた	6	0.4573170731707317
今年いちばん風の強い午後	6	0.4573170731707317
別の人の彼女になったよ	6	0.4573170731707317
Never Let You Go	6	0.4573170731707317
楽園巡礼 ~ Pilgrim of Eden	6	0.4573170731707317
BITTER SWEET HOLIDAY	6	0.4573170731707317
ひとひらの恋	5	0.38109756097560976
PINK AQUARIUM	5	0.38109756097560976
Lost Sequence	5	0.38109756097560976
14秒後にKISSして	5	0.38109756097560976
チェルシーガール	4	0.3048780487804878
Fantastic future	4	0.3048780487804878
Jelly Fish	4	0.3048780487804878
月華	4	0.3048780487804878
Masquerade kiss	4	0.3048780487804878
ラムのラブソング	4	0.3048780487804878
HITOME VOLTAGE	4	0.3048780487804878
幽玄サクリファイス	4	0.3048780487804878
SECRET EYES	4	0.3048780487804878
SUKI KIRAI	4	0.3048780487804878
ENDLESS MEMORIES	4	0.3048780487804878
You & Me	3	0.22865853658536586
candy smile	3	0.22865853658536586
パーティーは終わらない	3	0.22865853658536586
†メタウサ姫 〜黒ゆかり王国ミサ〜†	3	0.22865853658536586
Doki Doki ☆ π パイン	3	0.22865853658536586
ココナッツガールは誘われたい	3	0.22865853658536586
囀りのない部屋	3	0.22865853658536586
砂のオベリスク	3	0.22865853658536586
マーメイド	3	0.22865853658536586
アシンメトリー	3	0.22865853658536586
あいかわらずなボクら	3	0.22865853658536586
惑星のランデブー	2	0.1524390243902439
Super Special Smiling Shy girl	2	0.1524390243902439
恋せよ女の子	2	0.1524390243902439
おしえて A to Z	2	0.1524390243902439
恋のアゲハ	2	0.1524390243902439
この指とまれ	2	0.1524390243902439
もうちょっとFall in Love	2	0.1524390243902439
秘密の扉から会いにきて	2	0.1524390243902439
エキセントリック・ラヴァー	2	0.1524390243902439
涙のループ	2	0.1524390243902439
Luminous Party	2	0.1524390243902439
コードレス☆照れ☆PHONE	2	0.1524390243902439
恋のヒメヒメぺったんこ	2	0.1524390243902439
勇気をください	2	0.1524390243902439
Sewing My MODE	2	0.1524390243902439
あ,ほーるうにゅわーるど。	2	0.1524390243902439
OVER HEAT, OVER HEART	2	0.1524390243902439
チェリー	2	0.1524390243902439
Gamble Rumble	2	0.1524390243902439
恋	2	0.1524390243902439
永遠のひとつ	2	0.1524390243902439
恋におちて -Fall in love-	2	0.1524390243902439
キャラメル	2	0.1524390243902439
ちょっとだけワルイコ	2	0.1524390243902439
新⽉のpollen	2	0.1524390243902439
Honey Moon	1	0.07621951219512195
恋のタイムマシン	1	0.07621951219512195
LOVE ME NOW！	1	0.07621951219512195
アンドロメダまで1hour	1	0.07621951219512195
Fortune of Love	1	0.07621951219512195
100 CARAT HEART	1	0.07621951219512195
Baby’s Breath	1	0.07621951219512195
バンビーノ・バンビーナ	1	0.07621951219512195
MERRY MERRY MERRY MENU・・・ね！	1	0.07621951219512195
ラブリィ レクチャー	1	0.07621951219512195
Sensitive Venus	1	0.07621951219512195
ラブサイン	1	0.07621951219512195
ラブラブベイビーハッピースター	1	0.07621951219512195
純愛レッスン	1	0.07621951219512195
上弦の月	1	0.07621951219512195
太陽のイヴ	1	0.07621951219512195
夢色ラビリンス	1	0.07621951219512195
プレゼント	1	0.07621951219512195
めろ〜んのテーマ 〜ゆかり王国国歌〜	1	0.07621951219512195
フルーツ	1	0.07621951219512195
不可触な愛	1	0.07621951219512195
星屑スパイラル	1	0.07621951219512195
好き...でもリベンジ	1	0.07621951219512195
デイジー・ブルー	1	0.07621951219512195
君をつれて	1	0.07621951219512195
ときめきフォーリンラブ	1	0.07621951219512195
女豹	1	0.07621951219512195
お気に召すまま	1	0.07621951219512195
SUN SUN サマー Touch Me	1	0.07621951219512195
こっちを向いて	1	0.07621951219512195
めろ〜ん音頭〜Festival of Kingdom〜	1	0.07621951219512195
Don't wake me☆Up	1	0.07621951219512195
Jealous	1	0.07621951219512195
心の扉	1	0.07621951219512195
だって×2ウキウキ	1	0.07621951219512195
Like a rabbit	1	0.07621951219512195
センチメンタルジャーニー	1	0.07621951219512195
１７才	1	0.07621951219512195
Good Love	1	0.07621951219512195
魔法少女マジカルたん！	1	0.07621951219512195
記憶のゆりかご	1	0.07621951219512195
コンパス〜笑顔の行方〜	1	0.07621951219512195
めてお☆いんぱくと	1	0.07621951219512195
いざさらば	1	0.07621951219512195
Le paradis	1	0.07621951219512195
横顔	1	0.07621951219512195
打上花火	1	0.07621951219512195
貴方が好きな私	1	0.07621951219512195
人魚	1	0.07621951219512195
なんでもないや	1	0.07621951219512195
貴方の恋人になりたいのです	1	0.07621951219512195
痛いよ	1	0.07621951219512195
ALICE	1	0.07621951219512195
ラブリー	1	0.07621951219512195
傷跡	1	0.07621951219512195
時間の国のアリス	1	0.07621951219512195
トロッコにのって	1	0.07621951219512195
Little Wish 〜first step〜	0	0.0
童話迷宮	0	0.0
Endless Story	0	0.0
Love Sick	0	0.0
Cutie Cutie	0	0.0
シュガー･チューン	0	0.0
チアガール in my heart	0	0.0
mon cheri	0	0.0
Tomorrow	0	0.0
Heavenly Stars	0	0.0
Beautiful Amulet	0	0.0
エトランゼ	0	0.0
Tiny Rainbow	0	0.0
Picnic	0	0.0
My wish My love	0	0.0
神聖炉	0	0.0
I.N.G.	0	0.0
Love parade	0	0.0
星空のSpica	0	0.0
スパークリング☆トラベラー	0	0.0
恋するラズベリー	0	0.0
I DO 愛	0	0.0
Pleasure treasure	0	0.0
AMBER 〜人魚の涙〜	0	0.0
Black cherry	0	0.0
パピィラヴ	0	0.0
Goody & Happy	0	0.0
Rainy Rainy Sunday	0	0.0
雨音はモノクローム	0	0.0
Sweet Darlin'	0	0.0
Cursed Lily	0	0.0
Princess Rose	0	0.0
虹色バルーン	0	0.0
アジュールの実	0	0.0
Spiritual Garden	0	0.0
君とLOVE	0	0.0
My life is great	0	0.0
大好きと涙	0	0.0
Shooting Star	0	0.0
裸足のプリンセス	0	0.0
ほんのり桜色	0	0.0
微笑みのプルマージュ	0	0.0
Super Special Day	0	0.0
Ever-Never-Land	0	0.0
宵待ちの花	0	0.0
天使のお仕事	0	0.0
Happy Life	0	0.0
Sympathy of Love	0	0.0
Sweetest Love	0	0.0
Spring fever	0	0.0
Butterfly*kiss	0	0.0
プラチナLover's Day	0	0.0
アイ マイ ボーダー	0	0.0
if	0	0.0
トラウマの耳たぶ	0	0.0
