song title  rate  count
嘘	1.0	25
Papillon	1.0	6
今年いちばん風の強い午後	1.0	6
別の人の彼女になったよ	1.0	6
Never Let You Go	1.0	6
楽園巡礼 ~ Pilgrim of Eden	1.0	6
BITTER SWEET HOLIDAY	1.0	6
恋のチカラ	1.0	3
あいかわらずなボクら	1.0	3
勇気をください	1.0	2
恋におちて -Fall in love-	1.0	2
記憶のゆりかご	1.0	1
コンパス〜笑顔の行方〜	1.0	1
いざさらば	1.0	1
ALICE	1.0	1
ラブリー	1.0	1
傷跡	1.0	1
レリーフのひとかけら	0.9230769230769231	12
うたかた	0.875	7
フルーツ	0.8181818181818182	9
まだ好きでいさせて	0.7777777777777778	7
蝶々結び	0.7777777777777778	7
Jelly Fish	0.7333333333333333	11
上弦の月	0.6923076923076923	9
Sensitive Venus	0.6842105263157895	13
涙のループ	0.6666666666666666	8
つぼみのままで	0.6666666666666666	2
虹の奇跡	0.6666666666666666	2
恋は波のように	0.6666666666666666	2
星降る夢で逢いましょう	0.65	13
ひと夏の秘密	0.6153846153846154	8
神様Rescue me!!	0.6071428571428571	17
Baby blue sky	0.5714285714285714	4
月華	0.5714285714285714	4
ねぇ恋しちゃったかな	0.5294117647058824	9
ひとひらの恋	0.5263157894736842	10
ひとりあやとり	0.5	12
Like a rabbit	0.5	1
レゾンデートルの鍵	0.5	1
夢見月のアリス	0.46153846153846156	6
you	0.4444444444444444	12
YOURS EVER	0.4	2
教えて ヴィヴァルディ	0.375	6
Spiritual Garden	0.36363636363636365	4
エアシューター	0.35294117647058826	6
咲かせて乙女	0.35294117647058826	6
ナルシスが嘘をつく	0.3333333333333333	6
こっちを向いて	0.3333333333333333	2
恋歌姫	0.3333333333333333	1
miss you	0.3333333333333333	1
アシンメトリー	0.3333333333333333	1
恋と夢と空時計	0.3076923076923077	8
Luv Fanatic	0.3	6
未来の果てにEscort	0.3	6
PINK AQUARIUM	0.29411764705882354	5
雨のパンセ	0.2727272727272727	6
アンジュ・パッセ	0.2608695652173913	6
君をつれて	0.25	2
Cherry Kiss	0.22580645161290322	7
あのね Love me Do	0.21739130434782608	5
fancy baby doll	0.20491803278688525	25
砂落ちる水の宮殿	0.2	6
Passion Error	0.2	6
ケセラセラ	0.18181818181818182	6
Exactly	0.18181818181818182	6
Sweet Darlin'	0.16666666666666666	2
優しい夜に。	0.16666666666666666	1
お気に召すまま	0.14285714285714285	1
宵待ちの花	0.1111111111111111	1
不可触な愛	0.1	1
好き...でもリベンジ	0.1	1
プレゼント	0.08333333333333333	1
夢色ラビリンス	0.07692307692307693	1
おしえて A to Z	0.07142857142857142	2
恋のアゲハ	0.041666666666666664	1
