song title  rate  count
それは奇跡なんかじゃない	1.0	25
真夏のMASQUERADE	1.0	3
すいと!奇跡少年	1.0	1
La La Love call	0.9259259259259259	25
ジェラシーのその後で	0.875	14
優しい夜に。	0.8333333333333334	5
あのね Love me Do	0.8260869565217391	19
Gratitude	0.7674418604651163	33
ゆかりはゆかり	0.7391304347826086	17
恋と夢と空時計	0.6923076923076923	18
Super Special Smiling Shy girl	0.675	27
Love parade	0.6666666666666666	10
Eternity	0.6666666666666666	2
Darling Darling	0.6410256410256411	25
My wish My love	0.625	10
コードレス☆照れ☆PHONE	0.6	3
恋のヒメヒメぺったんこ	0.5	2
未来パラソル	0.5	1
プッチャン音頭	0.5	1
センチメンタルジャーニー	0.5	1
レゾンデートルの鍵	0.5	1
チアガール in my heart	0.42105263157894735	8
プレゼント	0.4166666666666667	5
14秒後にKISSして	0.4	2
1、2、の3シャイン	0.375	3
You & Me	0.36538461538461536	19
童話迷宮	0.36363636363636365	12
アンドロメダまで1hour	0.35714285714285715	10
好きだって言えなくて	0.34285714285714286	12
心の扉	0.3333333333333333	1
Endless Story	0.32	8
Picnic	0.3125	5
パピィラヴ	0.3076923076923077	4
Baby’s Breath	0.30434782608695654	7
Beautiful Amulet	0.29411764705882354	5
W:Wonder tale	0.2916666666666667	14
candy smile	0.28205128205128205	11
Doki Doki ☆ π パイン	0.2727272727272727	3
星空のSpica	0.26666666666666666	4
この指とまれ	0.2631578947368421	5
ケセラセラ	0.24242424242424243	8
Tiny Rainbow	0.23529411764705882	4
恋せよ女の子	0.21428571428571427	6
最果ての森	0.2	1
YOURS EVER	0.2	1
fancy baby doll	0.1721311475409836	21
Little Wish 〜first step〜	0.16666666666666666	6
Lovely Magic	0.16666666666666666	1
Fortune of Love	0.14814814814814814	4
逢うたびキミを好きになる	0.125	2
Hello Again	0.1111111111111111	1
もうちょっとFall in Love	0.10526315789473684	2
大好きと涙	0.1	1
星屑スパイラル	0.1	1
Spiritual Garden	0.09090909090909091	1
バンビーノ・バンビーナ	0.08695652173913043	2
恋するラズベリー	0.07142857142857142	1
スパークリング☆トラベラー	0.06666666666666667	1
チェルシーガール	0.058823529411764705	3
パーティーは終わらない	0.041666666666666664	1
惑星のランデブー	0.04	2
you	0.037037037037037035	1
Honey Moon	0.024390243902439025	1
